,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,bound sulfur dioxide,free sulfur dioxide,pH,sulphates,alcohol
5139,7.4,0.22,0.28,9.0,0.046,99.0,22.0,3.1,0.55,10.8
898,8.3,0.22,0.38,14.8,0.054,94.0,32.0,3.22,0.5,9.7
3773,7.1,0.46,0.23,13.7,0.045,148.0,44.0,3.11,0.53,9.4
5216,7.2,0.17,0.41,1.6,0.052,102.0,24.0,3.19,0.49,10.8
3138,8.0,0.25,0.27,9.7,0.036,70.0,15.0,2.99,0.36,11.2
3401,6.7,0.26,0.51,8.0,0.062,144.0,50.0,3.13,0.5,9.6
1910,8.0,0.45,0.28,10.8,0.051,132.0,25.0,3.06,0.47,11.4
3460,5.7,0.23,0.25,7.95,0.042,92.0,16.0,3.44,0.61,10.3
3452,6.6,0.32,0.47,15.6,0.063,146.0,27.0,3.18,0.56,9.0
3960,6.2,0.32,0.24,4.1,0.051,115.0,34.0,3.36,0.52,11.0
1664,8.1,0.24,0.38,4.3,0.044,123.0,49.0,3.37,0.74,10.8
1871,6.6,0.32,0.27,10.9,0.041,109.0,37.0,3.24,0.47,10.0
4917,6.7,0.265,0.22,8.6,0.048,144.0,54.0,3.25,0.41,10.2
5375,6.9,0.25,0.24,1.8,0.053,115.0,6.0,3.23,0.7,11.4
5097,6.4,0.35,0.2,5.7,0.034,99.0,18.0,3.33,0.43,10.1
3868,6.1,0.26,0.28,1.7,0.043,74.0,24.0,3.14,0.44,12.5
4250,6.4,0.31,0.31,12.9,0.045,106.0,55.0,3.02,0.59,10.2
1331,7.6,0.23,0.49,10.0,0.036,137.0,45.0,3.08,0.58,9.6
2826,6.4,0.23,0.35,4.6,0.039,104.0,43.0,3.18,0.4,11.0
2450,6.3,0.25,0.22,3.3,0.048,120.0,41.0,3.16,0.5,10.5
4599,7.1,0.21,0.28,2.7,0.034,88.0,23.0,3.35,0.64,10.2
3658,6.8,0.26,0.29,11.9,0.052,106.0,54.0,3.03,0.58,10.4
773,8.6,0.18,0.4,1.1,0.04,87.0,20.0,2.94,0.32,10.2
2855,8.1,0.24,0.32,10.5,0.03,71.0,34.0,3.11,0.42,11.8
4040,6.4,0.55,0.26,9.6,0.027,84.0,20.0,3.22,0.73,13.1
325,6.0,0.36,0.39,3.2,0.027,105.0,20.0,3.38,0.39,11.3
4095,5.8,0.27,0.2,7.3,0.04,103.0,42.0,3.15,0.48,9.8
3276,7.0,0.34,0.26,10.3,0.041,115.0,51.0,3.08,0.35,11.6
4784,6.4,0.35,0.21,2.1,0.051,125.0,46.0,3.16,0.5,9.5
3714,5.9,0.32,0.2,14.4,0.05,115.0,29.0,3.24,0.41,10.3
1756,6.8,0.21,0.27,18.15,0.042,105.0,41.0,3.3,0.36,8.7
3107,6.6,0.22,0.3,14.7,0.045,86.0,50.0,3.14,0.37,10.6
2943,6.7,0.36,0.28,8.3,0.034,52.0,29.0,2.96,0.39,12.5
1614,6.8,0.24,0.31,18.3,0.046,102.0,40.0,3.3,0.41,8.7
3440,7.1,0.37,0.3,6.2,0.04,90.0,49.0,3.17,0.27,13.6
4770,7.1,0.26,0.32,16.2,0.044,139.0,31.0,3.17,0.37,11.2
2328,6.5,0.22,0.5,16.4,0.048,146.0,36.0,3.02,0.49,8.8
5344,6.7,0.54,0.27,7.1,0.049,170.0,8.0,3.16,0.38,9.4
2398,7.0,0.36,0.32,10.5,0.045,100.0,35.0,3.09,0.33,11.6
2914,6.7,0.21,0.34,1.4,0.049,76.0,36.0,3.02,0.5,11.0
3731,5.4,0.22,0.35,6.5,0.029,61.0,26.0,3.29,0.44,12.5
556,7.1,0.28,0.26,1.9,0.049,74.0,12.0,3.15,0.38,9.4
4725,6.8,0.3,0.33,12.8,0.041,108.0,60.0,3.1,0.56,9.8
3416,6.2,0.27,0.26,12.1,0.046,84.0,43.0,3.16,0.37,10.8
2786,5.7,0.16,0.32,1.2,0.036,82.0,7.0,3.26,0.48,11.0
455,6.7,0.31,0.31,9.9,0.04,165.0,10.0,3.46,0.55,11.4
269,8.3,0.41,0.51,2.0,0.046,196.0,11.0,3.02,0.55,11.4
1175,6.9,0.27,0.41,1.7,0.047,128.0,6.0,3.15,0.69,11.4
2235,8.2,0.52,0.34,1.2,0.042,149.0,18.0,3.24,0.39,10.6
4381,7.6,0.3,0.38,2.1,0.043,88.0,10.0,3.17,0.65,11.0
1863,6.9,0.32,0.13,7.8,0.042,106.0,11.0,3.23,0.37,9.2
4536,6.4,0.34,0.1,1.1,0.048,65.0,19.0,3.21,0.38,9.8
2829,6.4,0.16,0.42,1.0,0.036,84.0,29.0,3.18,0.52,11.0
5522,8.2,0.61,0.45,5.4,0.03,103.0,15.0,3.14,0.34,9.6
4254,6.4,0.105,0.29,1.1,0.035,96.0,44.0,3.17,0.55,10.7
901,8.8,0.33,0.44,6.35,0.024,78.0,9.0,2.96,0.4,12.6
813,8.3,0.23,0.43,3.2,0.035,87.0,14.0,3.15,0.36,11.5
4609,6.8,0.28,0.4,22.0,0.048,119.0,48.0,2.93,0.5,8.7
4625,6.9,0.4,0.37,8.9,0.053,112.0,36.0,3.16,0.5,9.3
2172,6.5,0.18,0.33,1.4,0.029,103.0,35.0,3.36,0.6,11.5
2691,6.6,0.78,0.5,1.5,0.045,103.0,30.0,3.25,0.48,11.7
3735,6.2,0.29,0.23,12.4,0.048,168.0,33.0,3.11,0.56,9.9
358,7.0,0.21,0.28,8.7,0.045,185.0,37.0,3.25,0.54,10.4
3810,5.6,0.225,0.24,9.8,0.054,81.0,59.0,3.17,0.39,10.2
5736,6.6,0.33,0.32,15.6,0.054,165.0,62.0,3.25,0.56,10.4
1081,7.6,0.31,0.29,10.5,0.04,124.0,21.0,3.04,0.35,9.4
2500,5.2,0.285,0.29,5.15,0.035,74.0,64.0,3.19,0.34,12.4
5751,6.8,0.21,0.55,14.6,0.053,125.0,34.0,2.93,0.44,9.2
1065,7.2,0.21,0.34,1.1,0.046,55.0,25.0,3.25,0.4,11.3
1820,7.7,0.39,0.28,4.9,0.035,73.0,36.0,3.19,0.58,12.2
5758,6.4,0.25,0.57,1.0,0.062,101.0,21.0,3.0,0.4,9.5
2811,6.6,0.16,0.34,1.1,0.037,74.0,41.0,3.01,0.68,12.0
2895,6.3,0.3,0.29,2.1,0.048,109.0,33.0,3.22,0.46,12.9
5391,6.6,0.42,0.13,12.8,0.044,132.0,26.0,3.24,0.47,9.0
3502,6.1,0.24,0.26,1.7,0.033,73.0,61.0,3.19,0.81,11.9
1554,6.0,0.26,0.29,1.0,0.032,69.0,27.0,3.38,0.44,12.3
3922,6.3,0.32,0.26,12.3,0.044,181.0,24.0,3.11,0.58,9.9
1044,6.8,0.32,0.37,3.4,0.023,68.0,19.0,3.14,0.53,12.7
1217,5.3,0.165,0.24,1.1,0.051,80.0,25.0,3.32,0.47,9.1
1315,6.0,0.17,0.49,1.0,0.034,80.0,26.0,3.21,0.42,9.8
834,8.2,0.26,0.44,1.3,0.046,62.0,7.0,3.14,0.62,10.2
3827,6.4,0.42,0.19,9.3,0.043,117.0,28.0,3.23,0.53,10.98
1433,7.2,0.25,0.28,14.4,0.055,150.0,55.0,3.12,0.38,9.0
5140,6.1,0.15,0.35,15.8,0.042,103.0,55.0,3.24,0.37,10.6
2509,6.5,0.22,0.32,2.2,0.028,56.0,36.0,3.27,0.59,11.9
5291,7.4,0.25,0.37,13.5,0.06,140.0,52.0,3.0,0.44,9.1
1452,6.6,0.25,0.31,1.5,0.035,95.0,32.0,3.41,0.47,11.3
1836,6.5,0.14,0.32,2.7,0.037,71.0,18.0,3.4,0.74,11.5
1916,7.1,0.2,0.36,11.6,0.042,79.0,45.0,2.92,0.59,9.5
2742,6.2,0.23,0.36,17.2,0.039,93.0,37.0,3.23,0.43,8.8
345,6.3,0.14,0.39,1.2,0.044,90.0,26.0,3.26,0.53,10.3
2423,6.4,0.22,0.32,7.2,0.028,68.0,15.0,3.13,0.55,10.9
1646,9.2,0.27,0.34,10.5,0.043,179.0,49.0,3.04,0.41,10.4
2286,6.4,0.28,0.27,11.0,0.042,103.0,45.0,3.14,0.46,8.7
2671,6.2,0.25,0.38,7.9,0.045,154.0,54.0,3.17,0.46,9.1
2554,7.2,0.2,0.22,1.6,0.044,84.0,17.0,3.37,0.53,10.0
1999,7.6,0.2,0.34,1.8,0.041,106.0,42.0,3.35,0.66,11.1
3669,6.3,0.34,0.52,6.3,0.047,123.0,63.0,3.18,0.44,9.6
1933,7.4,0.2,0.29,1.7,0.047,84.0,16.0,3.28,0.45,10.6
3432,6.7,0.31,0.3,2.4,0.038,53.0,30.0,3.09,0.36,12.8
2885,6.8,0.32,0.32,8.7,0.029,74.0,31.0,3.0,0.34,12.3
5582,6.7,0.34,0.3,15.6,0.054,145.0,51.0,3.19,0.49,9.3
1605,7.7,0.3,0.42,14.3,0.045,168.0,45.0,3.18,0.63,9.2
2385,7.3,0.32,0.35,1.4,0.05,155.0,8.0,3.24,0.42,10.7
1717,6.6,0.32,0.22,16.7,0.046,95.0,38.0,3.22,0.67,10.4
2295,8.0,0.13,0.25,1.1,0.033,71.0,15.0,2.98,0.39,11.2
3057,5.9,0.32,0.28,4.7,0.039,60.0,34.0,3.22,0.57,13.1
116,5.6,0.16,0.27,1.4,0.044,115.0,53.0,3.28,0.37,10.1
5050,6.0,0.27,0.28,4.8,0.063,170.0,31.0,3.69,0.71,10.0
3772,5.7,0.22,0.29,3.5,0.04,119.0,27.0,3.17,0.36,12.1
5703,5.6,0.18,0.29,2.3,0.04,42.0,5.0,3.07,0.45,10.1
5152,6.3,0.34,0.36,4.9,0.035,154.0,31.0,3.15,0.49,9.7
3070,6.0,0.28,0.27,15.5,0.036,103.0,31.0,3.19,0.44,13.0
832,7.7,0.28,0.39,8.9,0.036,109.0,8.0,3.06,0.38,12.0
5000,8.1,0.27,0.41,1.45,0.033,52.0,11.0,2.99,0.56,12.0
1992,9.4,0.28,0.3,1.6,0.045,103.0,36.0,3.11,0.49,9.3
3808,6.2,0.26,0.29,2.0,0.036,71.0,16.0,3.33,0.61,11.8
605,7.4,0.29,0.5,1.8,0.042,92.0,35.0,3.45,0.5,10.2
1510,7.8,0.39,0.26,9.9,0.059,148.0,33.0,3.04,0.42,10.9
486,8.2,0.22,0.3,1.8,0.047,138.0,47.0,3.13,0.5,10.2
5836,9.2,0.32,0.42,1.3,0.046,172.0,14.0,3.08,0.48,9.6
1115,6.8,0.24,0.4,1.8,0.047,71.0,34.0,3.13,0.49,12.8
436,6.8,0.18,0.37,1.6,0.055,107.0,47.0,3.08,0.45,9.1
5795,6.9,0.18,0.33,1.0,0.054,140.0,24.0,3.42,0.51,10.5
5484,5.9,0.19,0.21,1.7,0.045,78.0,57.0,3.32,0.44,9.5
3956,7.1,0.42,0.2,2.8,0.038,81.0,28.0,3.23,0.47,13.4
59,6.0,0.27,0.28,4.8,0.063,170.0,31.0,3.69,0.71,10.0
5446,7.1,0.23,0.24,5.4,0.039,136.0,60.0,3.19,0.78,10.0
5005,7.4,0.27,0.28,1.8,0.04,76.0,45.0,3.02,0.4,11.9
3530,7.2,0.21,0.29,3.1,0.044,83.0,39.0,3.0,0.6,11.3
4200,5.3,0.31,0.38,10.5,0.031,87.0,53.0,3.34,0.46,11.7
5954,6.5,0.25,0.27,15.2,0.049,142.0,75.0,3.19,0.39,9.9
2922,6.9,0.38,0.29,13.65,0.048,137.0,52.0,3.0,0.6,9.5
99,7.4,0.39,0.23,7.0,0.033,97.0,29.0,3.14,0.42,10.5
1246,6.3,0.27,0.49,1.2,0.063,57.0,35.0,3.38,0.42,12.2
339,6.3,0.2,0.4,1.5,0.037,72.0,35.0,3.46,0.5,11.4
4929,6.8,0.29,0.56,11.9,0.043,164.0,66.0,3.02,0.63,9.3
1318,7.2,0.16,0.49,1.3,0.037,77.0,27.0,3.23,0.57,10.6
3341,8.3,0.18,0.3,1.1,0.033,37.0,20.0,3.02,0.51,11.0
4233,6.6,0.19,0.25,1.2,0.052,147.0,34.0,3.3,0.42,9.4
4009,5.8,0.31,0.31,7.5,0.052,175.0,55.0,3.19,0.46,9.8
485,7.4,0.2,0.33,1.9,0.035,99.0,39.0,3.17,0.44,11.7
5496,7.3,0.49,0.32,5.2,0.043,86.0,18.0,3.24,0.45,10.7
1238,7.4,0.16,0.49,1.2,0.055,132.0,18.0,3.23,0.47,11.2
4493,6.4,0.31,0.39,7.5,0.04,156.0,57.0,3.32,0.43,10.0
5620,6.8,0.26,0.34,15.1,0.06,120.0,42.0,3.24,0.52,10.5
2079,6.1,0.36,0.41,19.35,0.07,140.0,67.0,3.39,0.53,9.1
1555,6.8,0.33,0.28,1.2,0.032,93.0,38.0,3.19,0.41,13.0
1966,7.4,0.33,0.26,15.6,0.049,143.0,67.0,3.06,0.68,9.5
4337,6.1,0.34,0.29,2.2,0.036,75.0,25.0,3.06,0.44,11.8
5024,7.9,0.28,0.32,3.6,0.038,67.0,9.0,3.05,0.31,11.7
2542,7.0,0.12,0.29,10.3,0.039,57.0,41.0,3.19,0.38,9.8
5462,5.7,0.18,0.22,4.2,0.042,86.0,25.0,3.35,0.39,9.4
2179,6.4,0.22,0.3,11.2,0.046,96.0,53.0,3.21,0.34,10.8
5710,6.6,0.28,0.41,7.0,0.046,135.0,59.0,3.14,0.48,9.4
4811,6.2,0.31,0.23,3.3,0.052,79.0,34.0,3.16,0.48,8.4
1738,7.6,0.29,0.26,6.5,0.042,128.0,32.0,3.14,0.47,10.7
1169,7.6,0.28,0.39,1.9,0.052,93.0,23.0,3.25,0.4,10.4
1130,7.7,0.32,0.48,2.3,0.04,86.0,28.0,3.2,0.52,12.8
2645,6.0,0.27,0.3,14.7,0.044,129.0,15.0,3.12,0.53,10.3
4595,7.2,0.3,0.3,8.7,0.022,97.0,14.0,3.11,0.61,10.6
5163,7.4,0.37,0.26,9.6,0.05,101.0,33.0,3.13,0.46,10.4
5274,6.3,0.18,0.22,5.6,0.047,102.0,45.0,3.09,0.54,10.0
2928,6.9,0.36,0.28,13.55,0.048,138.0,51.0,3.0,0.6,9.5
1232,6.1,0.25,0.49,7.6,0.052,159.0,67.0,3.16,0.47,8.9
3124,5.7,0.22,0.22,16.65,0.044,71.0,39.0,3.24,0.48,9.0
2537,6.9,0.22,0.31,6.3,0.029,90.0,41.0,3.08,0.49,10.8
4999,6.8,0.51,0.3,4.2,0.066,127.0,38.0,3.2,0.42,9.1
3041,6.8,0.17,0.34,2.0,0.04,73.0,38.0,3.24,0.45,12.9
5701,6.7,0.24,0.41,2.9,0.039,74.0,48.0,3.25,0.43,12.0
5891,7.2,0.24,0.34,1.1,0.045,61.0,3.0,3.23,0.51,11.4
689,6.8,0.18,0.21,5.4,0.053,70.0,34.0,3.3,0.43,9.4
1322,6.7,0.29,0.49,4.7,0.034,121.0,35.0,3.13,0.45,9.9
2757,7.8,0.3,0.36,4.6,0.024,178.0,20.0,3.06,0.66,11.9
2132,6.8,0.32,0.3,1.0,0.049,91.0,22.0,3.24,0.61,10.2
3298,7.8,0.19,0.32,7.4,0.015,77.0,47.0,2.99,0.39,11.0
4904,7.3,0.26,0.24,1.7,0.05,102.0,10.0,3.11,0.43,9.9
5663,9.0,0.29,0.34,12.1,0.03,143.0,34.0,3.13,0.47,10.6
1106,7.5,0.38,0.33,5.0,0.045,101.0,30.0,3.32,0.44,10.9
5689,9.2,0.28,0.46,3.2,0.058,94.0,39.0,3.14,0.58,9.5
3962,6.2,0.21,0.24,1.2,0.051,64.0,31.0,3.24,0.57,11.3
1590,6.6,0.28,0.3,7.8,0.049,145.0,57.0,3.24,0.39,9.5
2923,7.2,0.27,0.28,15.2,0.046,35.0,6.0,3.17,0.39,10.9
1674,7.4,0.32,0.55,16.6,0.056,185.0,53.0,2.96,0.58,8.7
4474,7.4,0.31,0.26,8.6,0.048,159.0,47.0,3.26,0.36,9.1
2747,7.2,0.4,0.38,2.2,0.03,69.0,40.0,3.27,0.46,12.6
5560,6.5,0.23,0.36,16.3,0.038,90.0,43.0,3.26,0.41,8.8
3407,6.0,0.28,0.24,17.8,0.047,69.0,42.0,3.1,0.45,8.9
4581,6.4,0.31,0.26,13.2,0.046,148.0,57.0,3.17,0.41,9.6
3567,6.9,0.19,0.35,13.5,0.038,69.0,49.0,3.0,0.63,10.7
2236,7.8,0.28,0.31,2.1,0.046,180.0,28.0,3.23,0.64,9.8
1854,8.5,0.25,0.27,4.7,0.031,61.0,31.0,3.01,0.33,12.0
2767,6.9,0.36,0.35,8.6,0.038,88.0,37.0,3.0,0.32,12.4
4747,7.6,0.3,0.38,2.1,0.043,88.0,10.0,3.17,0.65,11.0
2476,5.3,0.16,0.39,1.0,0.028,61.0,40.0,3.57,0.59,10.6
3690,5.8,0.19,0.33,4.2,0.038,84.0,49.0,3.16,0.42,11.3
4737,8.2,0.61,0.45,5.4,0.03,103.0,15.0,3.14,0.34,9.6
39,6.2,0.46,0.25,4.4,0.066,145.0,62.0,3.25,0.52,9.8
2001,7.0,0.35,0.17,1.1,0.049,112.0,7.0,3.13,0.36,9.7
3510,7.3,0.23,0.41,14.6,0.048,150.0,73.0,3.16,0.71,9.4
4170,6.1,0.15,0.4,1.2,0.03,65.0,19.0,3.19,0.96,13.0
5325,6.5,0.35,0.31,10.2,0.069,112.0,58.0,3.18,0.49,9.4
4208,5.5,0.16,0.31,1.2,0.026,37.0,31.0,3.33,0.44,11.65
4430,6.0,0.33,0.26,5.1,0.051,103.0,16.0,3.15,0.41,9.2
2113,8.1,0.33,0.36,7.4,0.037,120.0,36.0,3.19,0.54,10.6
3155,7.7,0.24,0.3,1.4,0.041,87.0,15.0,3.26,0.53,10.4
5070,7.1,0.25,0.28,1.2,0.04,80.0,31.0,3.18,0.53,11.1
1683,6.8,0.28,0.37,7.0,0.057,173.0,35.0,3.57,0.55,10.2
723,8.2,0.4,0.48,13.7,0.042,110.0,59.0,3.1,0.52,9.4
5293,6.4,0.24,0.32,0.95,0.041,108.0,23.0,3.25,0.35,11.8
5257,8.6,0.31,0.3,0.9,0.045,93.0,16.0,2.95,0.39,10.1
1370,8.0,0.29,0.49,11.7,0.035,91.0,40.0,3.14,0.34,10.8
4506,5.5,0.24,0.32,8.7,0.06,83.0,19.0,3.27,0.31,10.4
396,7.0,0.14,0.32,9.0,0.039,87.0,54.0,3.22,0.43,9.4
775,6.5,0.26,0.27,12.9,0.044,146.0,69.0,3.17,0.43,10.0
5107,6.4,0.28,0.36,1.3,0.053,158.0,28.0,3.31,0.45,10.8
4159,6.0,0.24,0.34,1.0,0.036,132.0,52.0,3.44,0.44,11.45
3260,6.5,0.35,0.38,7.4,0.036,176.0,20.0,3.47,0.48,9.1
2562,7.3,0.4,0.26,5.45,0.016,64.0,26.0,2.84,0.54,13.2
5900,7.9,0.21,0.39,2.0,0.057,117.0,21.0,3.05,0.52,10.9
2337,6.5,0.23,0.36,16.3,0.038,90.0,43.0,3.26,0.41,8.8
1036,8.0,0.28,0.42,7.1,0.045,128.0,41.0,3.17,0.43,10.6
857,6.8,0.37,0.47,11.2,0.071,92.0,44.0,2.98,0.88,9.2
929,5.8,0.29,0.21,2.6,0.025,108.0,12.0,3.39,0.79,14.0
5568,6.2,0.24,0.22,7.9,0.053,104.0,45.0,3.23,0.52,9.3
2580,6.6,0.23,0.2,11.4,0.044,86.0,45.0,2.96,0.51,9.7
4220,5.5,0.16,0.26,1.5,0.032,65.0,35.0,3.43,0.77,12.0
2158,6.2,0.28,0.45,7.5,0.045,157.0,46.0,3.26,0.46,9.2
4409,5.8,0.26,0.3,2.6,0.034,54.0,75.0,3.2,0.38,11.5
4499,7.6,0.31,0.29,10.5,0.04,124.0,21.0,3.04,0.35,9.4
3427,7.0,0.34,0.1,3.5,0.044,46.0,17.0,3.01,0.39,9.2
872,7.1,0.3,0.36,6.8,0.055,189.5,44.5,3.49,0.64,10.2
184,6.2,0.25,0.25,1.4,0.03,70.0,35.0,3.3,0.44,11.1
4122,6.5,0.21,0.35,5.7,0.043,150.0,47.0,3.24,0.5,10.1
1925,6.9,0.44,0.42,8.5,0.048,137.0,10.0,3.32,0.46,9.5
5084,7.4,0.3,0.32,1.7,0.03,105.0,23.0,3.17,0.66,10.9
1598,5.8,0.33,0.2,16.05,0.047,140.0,26.0,3.09,0.46,8.9
460,6.3,0.26,0.24,7.2,0.039,134.0,38.0,3.49,0.64,9.7
3463,6.9,0.4,0.37,8.9,0.053,112.0,36.0,3.16,0.5,9.3
261,6.8,0.25,0.34,4.7,0.031,100.0,34.0,3.21,0.38,10.6
1770,7.3,0.34,0.3,1.3,0.057,148.0,25.0,3.26,0.51,9.1
426,7.8,0.18,0.31,12.2,0.053,94.0,46.0,3.06,0.53,8.9
1374,6.4,0.37,0.49,13.3,0.045,190.0,53.0,3.14,0.48,8.5
3717,6.6,0.23,0.32,1.7,0.024,76.0,26.0,3.29,0.6,11.8
5320,6.8,0.27,0.29,4.6,0.046,82.0,6.0,3.34,0.48,10.6
1978,6.3,0.41,0.18,3.5,0.027,86.0,23.0,3.34,0.54,12.8
1812,7.7,0.23,0.31,10.7,0.038,127.0,59.0,3.12,0.55,9.5
5942,6.9,0.28,0.37,9.1,0.037,60.0,16.0,3.05,0.54,11.1
2605,7.2,0.19,0.31,6.3,0.034,86.0,17.0,3.15,0.52,11.4
4277,6.4,0.23,0.35,10.3,0.042,86.0,54.0,3.23,0.47,9.2
1343,6.9,0.22,0.49,7.0,0.063,118.0,50.0,3.54,0.5,10.3
4895,6.7,0.34,0.54,16.3,0.047,137.0,44.0,3.04,0.56,8.8
4031,6.9,0.28,0.37,9.1,0.037,60.0,16.0,3.05,0.54,11.1
3048,7.6,0.22,0.28,12.0,0.056,75.0,68.0,2.99,0.3,9.2
2016,7.7,0.4,0.27,4.5,0.034,68.0,27.0,3.21,0.59,12.3
450,7.9,0.345,0.51,15.3,0.047,117.0,54.0,3.09,0.51,9.1
5523,6.1,1.1,0.16,4.4,0.033,101.0,8.0,3.35,0.47,12.4
1178,6.9,0.46,0.2,0.9,0.054,121.0,5.0,3.1,0.42,10.4
3665,6.2,0.2,0.25,15.0,0.055,112.0,8.0,3.19,0.53,9.6
704,7.3,0.25,0.36,2.1,0.034,147.0,30.0,3.25,0.4,11.9
792,6.9,0.48,0.36,3.5,0.03,104.0,31.0,3.14,0.38,12.2
425,7.8,0.18,0.31,12.2,0.053,94.0,46.0,3.06,0.53,8.9
4712,7.5,0.23,0.36,7.0,0.036,118.0,43.0,3.04,0.32,11.0
1923,6.4,0.34,0.2,14.9,0.06,125.0,37.0,3.13,0.45,9.0
2096,7.3,0.27,0.37,9.7,0.042,94.0,36.0,3.48,0.75,9.9
1977,6.5,0.29,0.42,10.6,0.042,136.0,66.0,3.24,0.53,9.5
1351,8.4,0.24,0.49,7.4,0.039,62.0,46.0,3.03,0.33,11.9
4702,7.3,0.32,0.23,13.7,0.05,148.0,49.0,3.2,0.46,8.7
4257,5.9,0.32,0.19,14.5,0.042,78.0,37.0,3.16,0.43,10.3
549,6.5,0.21,0.37,2.5,0.048,68.0,70.0,3.33,0.75,11.4
5722,9.1,0.27,0.32,1.1,0.031,136.0,15.0,3.03,0.41,10.6
5563,7.0,0.31,0.52,1.7,0.029,56.0,5.0,3.07,0.43,10.4
5518,8.3,0.22,0.38,14.8,0.054,94.0,32.0,3.22,0.5,9.7
494,6.6,0.25,0.3,1.6,0.046,102.0,32.0,3.42,0.51,10.1
5169,6.2,0.32,0.12,4.8,0.054,91.0,6.0,3.16,0.5,9.3
275,6.8,0.24,0.34,4.6,0.032,98.0,37.0,3.2,0.39,10.6
2296,6.2,0.21,0.34,6.6,0.03,55.0,36.0,3.32,0.45,12.5
5883,7.1,0.31,0.17,1.0,0.042,123.0,21.0,3.13,0.4,9.6
233,6.7,0.34,0.3,15.6,0.054,145.0,51.0,3.19,0.49,9.3
4817,7.6,0.33,0.41,13.7,0.045,153.0,44.0,3.18,0.64,9.1
4882,9.0,0.31,0.48,6.6,0.043,62.0,11.0,2.9,0.38,11.6
3232,6.6,0.34,0.2,1.0,0.053,86.0,26.0,3.32,0.55,9.1
535,5.8,0.335,0.14,5.8,0.046,148.0,49.0,3.3,0.71,10.3
142,6.9,0.23,0.4,7.5,0.04,101.0,50.0,3.11,0.27,11.4
4789,6.3,0.27,0.51,7.6,0.049,165.0,35.0,3.16,0.54,9.4
510,7.3,0.25,0.29,7.5,0.049,120.0,38.0,3.43,0.38,9.6
1969,7.3,0.4,0.28,6.5,0.037,71.0,26.0,3.16,0.58,12.6
3079,6.7,0.29,0.45,14.3,0.054,151.0,30.0,3.14,0.57,9.1
750,7.0,0.31,0.29,1.4,0.037,95.0,33.0,3.12,0.36,12.2
2435,6.0,0.11,0.47,10.6,0.052,79.0,69.0,2.91,0.34,9.3
1256,7.6,0.52,0.49,14.0,0.034,119.0,37.0,3.14,0.38,11.8
4891,6.8,0.28,0.34,7.5,0.035,143.0,34.0,3.33,0.43,9.1
4143,6.1,0.16,0.34,6.1,0.034,83.0,31.0,3.32,0.58,10.15
2199,6.3,0.13,0.42,1.1,0.043,83.0,63.0,3.13,0.72,11.2
5299,6.6,0.33,0.32,15.6,0.054,165.0,62.0,3.25,0.56,10.4
1298,8.4,0.23,0.49,7.8,0.035,73.0,22.0,3.04,0.34,12.0
5892,6.2,0.3,0.32,1.2,0.052,153.0,32.0,3.28,0.44,10.1
5770,6.4,0.32,0.26,7.9,0.05,127.0,53.0,3.14,0.5,9.6
853,8.3,0.16,0.48,1.7,0.057,67.0,31.0,3.15,0.41,10.3
4414,6.8,0.22,0.36,1.2,0.052,89.0,38.0,3.04,0.54,9.2
1814,6.8,0.2,0.27,1.2,0.034,49.0,19.0,3.14,0.37,11.7
1216,6.2,0.18,0.49,4.5,0.047,73.0,17.0,3.27,0.37,11.6
3436,6.5,0.33,0.3,3.8,0.036,54.0,34.0,3.25,0.63,12.5
449,7.4,0.25,0.36,13.2,0.067,125.0,53.0,3.01,0.48,9.0
4158,6.5,0.33,0.32,1.0,0.041,81.0,39.0,3.06,0.37,12.2
1019,7.3,0.22,0.4,14.75,0.042,85.0,44.5,3.36,0.41,9.1
1404,7.6,0.31,0.49,3.95,0.044,104.0,27.0,3.08,0.67,12.8
1339,7.6,0.18,0.49,18.05,0.046,122.0,36.0,3.06,0.41,9.2
1684,8.4,0.2,0.27,6.3,0.048,113.0,30.0,3.25,0.5,9.1
803,7.6,0.345,0.26,1.9,0.043,119.0,15.0,3.08,0.38,9.5
4094,5.8,0.34,0.21,7.2,0.041,98.0,48.0,3.16,0.49,9.8
4017,7.3,0.26,0.53,12.7,0.047,104.0,60.5,3.06,0.45,9.1
4607,7.6,0.25,0.34,1.3,0.056,142.0,34.0,3.1,0.51,9.5
4463,7.7,0.275,0.3,1.0,0.039,56.0,19.0,3.01,0.56,10.7
356,7.4,0.31,0.28,1.6,0.05,104.0,33.0,3.31,0.56,10.5
1616,7.9,0.26,0.33,10.3,0.039,139.0,73.0,2.93,0.49,9.5
5850,7.3,0.36,0.34,14.8,0.057,127.0,46.0,3.14,0.57,10.2
1872,6.3,0.3,0.24,6.6,0.04,103.0,38.0,3.22,0.47,9.5
2350,7.5,0.26,0.3,4.6,0.027,63.0,29.0,3.15,0.38,12.0
3609,6.4,0.25,0.28,4.9,0.03,69.0,29.0,3.09,0.58,12.8
782,6.4,0.26,0.43,12.6,0.033,166.0,64.0,3.08,0.38,8.9
1413,6.7,0.26,0.49,8.3,0.047,137.0,54.0,3.23,0.4,10.3
3661,6.2,0.2,0.25,15.0,0.055,112.0,8.0,3.19,0.53,9.6
5775,7.8,0.26,0.44,1.3,0.037,89.0,43.0,3.18,0.65,10.0
3290,6.8,0.22,0.3,10.6,0.07,127.0,67.0,2.89,0.42,9.0
